plate384,row384,col384,strain,name
3,10,11,AMR,SJ5L16
3,11,11,BTH,ZP_577
3,12,11,BGM,CLIB560
3,13,11,CBC,D-18
3,14,11,BNQ,DBVPG1719
3,15,11,CKQ,CLI_21
3,16,11,NA,NA
3,1,12,CMQ,YPS617
3,2,12,NA,NA
3,3,12,CCS,Ksc73-2D
3,4,12,NA,NA
3,5,12,SACE_YCR,YJM1418
3,6,12,NA,NA
3,7,12,BPC,DBVPG1798
3,8,12,NA,NA
3,9,12,BQP,DBVPG4297
3,10,12,NA,NA
3,11,12,BVG,SM.9.4.BL2
3,12,12,NA,NA
3,13,12,CRL,C-6
3,14,12,NA,NA
3,15,12,CLP,K15
3,16,12,NA,NA
3,1,13,CMS,YPS670
3,2,13,AFB,CBS7371
3,3,13,ANQ,L-1191
3,4,13,AML,SJ5L11
3,5,13,BLN,DBVPG1659
3,6,13,AFT,CBS1464
3,7,13,SACE_YBW,YJM1326
3,8,13,AQI,CBS8292
3,9,13,BPT,DBVPG1960
3,10,13,ANS,RIB0002
3,11,13,BTL,L-304
3,12,13,BHD,CLIB1059
3,13,13,CBG,DBVPG1978
3,14,13,NA,NA
3,15,13,CLI,K5
3,16,13,NA,NA
3,1,14,AKE,NPA03.1
3,2,14,NA,NA
3,3,14,CDL,N51-1A
3,4,14,NA,NA
3,5,14,CGB,UCD_05-780
3,6,14,NA,NA
3,7,14,BPK,DBVPG1861
3,8,14,NA,NA
3,9,14,BRE,DBVPG4905
3,10,14,NA,NA
3,11,14,CRA,RB3-7Sc2
3,12,14,NA,NA
3,13,14,CAH,D-1
3,14,14,NA,NA
3,15,14,CLV,RIB1012
3,16,14,NA,NA
3,1,15,CNB,SM.8.2.C13
3,2,15,ACA,EM93_3
3,3,15,BEQ,EXF-4126
3,4,15,APK,YS10(E)
3,5,15,CCQ,Ksc2-2B
3,6,15,ANM,A-18
3,7,15,SACE_YCA,YJM1341
3,8,15,ARR,CBS2272
3,9,15,BQQ,DBVPG4317
3,10,15,AGB,CBS6308
3,11,15,BTN,L-475
3,12,15,BHM,CLIB1085
3,13,15,CBL,2
3,14,15,NA,NA
3,15,15,CLK,K9
3,16,15,NA,NA
3,1,16,AKH,NPA02-1
3,2,16,NA,NA
3,3,16,CDM,UFRJ_50613-2D(a)
3,4,16,NA,NA
3,5,16,CGK,Lx2
3,6,16,NA,NA
3,7,16,BPL,DBVPG1878
3,8,16,NA,NA
3,9,16,BRV,DBVPG6874
3,10,16,NA,NA
3,11,16,CRB,SC2-37
3,12,16,NA,NA
3,13,16,CAI,D-4
3,14,16,NA,NA
3,15,16,CMB,RIB1014
3,16,16,NA,NA
3,1,17,CNC,SM8.3.M5
3,2,17,ACB,TL229S2.2
3,3,17,BHV,DBVPG1014
3,4,17,BAE,DJ73
3,5,17,CCR,Ksc40-8A
3,6,17,ARA,CBS1239
3,7,17,SACE_YCB,YJM1342
3,8,17,AAC,CBS2165a
3,9,17,BQR,DBVPG4381
3,10,17,BDM,MAJ_A
3,11,17,BTV,M.14.1
3,12,17,BKH,DBVPG1523
3,13,17,CCE,CLQCA_20-221
3,14,17,CIA,SRC 147
3,15,17,CMF,RIB6001
3,16,17,NA,NA
3,1,18,AKS,CLQCA_09-001
3,2,18,NA,NA
3,3,18,SACE_YAW,YJM689
3,4,18,NA,NA
3,5,18,CGT,Lib39
3,6,18,NA,NA
3,7,18,BPV,DBVPG1976
3,8,18,NA,NA
3,9,18,BSA,DBVPG6876
3,10,18,NA,NA
3,11,18,CRD,FIMA_3
3,12,18,NA,NA
3,13,18,CCC,CLQCA_20-156
3,14,18,NA,NA
3,15,18,CMC,RIB1015
3,16,18,NA,NA
3,1,19,CNE,SM.8.7.L8
3,2,19,ADQ,K12_2
3,3,19,BIM,DBVPG1122
3,4,19,AIA,CBS2180
3,5,19,CDP,N95-5-1A
3,6,19,CBR,NCYC_1187
3,7,19,SACE_YCH,YJM1386
3,8,19,AAP,CLIB326_1
3,9,19,BRB,DBVPG4686
3,10,19,BGB,CLIB550
3,11,19,BVC,RP.10.14
3,12,19,CDR,CECT10331:9-1
3,13,19,CCF,CLQCA_20-246
3,14,19,CIB,SRC 213
3,15,19,CMI,RIB6004
3,16,19,NA,NA
3,1,20,ANN,AY529516
3,2,20,NA,NA
3,3,20,SACE_YBS,YJM1273
3,4,20,NA,NA
3,5,20,NA,NA
3,6,20,NA,NA
3,7,20,BQA,DBVPG1994
3,8,20,NA,NA
3,9,20,BSK,D3742
3,10,20,NA,NA
3,11,20,BVT,B-24
3,12,20,NA,NA
3,13,20,CCD,CLQCA_20-184
3,14,20,NA,NA
3,15,20,CMD,RIB1016
3,16,20,NA,NA
3,1,21,CNF,SM.8.7.L9
3,2,21,AEA,CBS7958
3,3,21,BHK,CLIB1077
3,4,21,APP,CBS382
3,5,21,CDQ,N95-6-1C
3,6,21,CFG,Safale_S40
3,7,21,SACE_YCM,YJM1400
3,8,21,ADL,CLIB318_1
3,9,21,BRC,DBVPG4695
3,10,21,BGP,CLIB562
3,11,21,BVH,SM.9.4.BR1
3,12,21,CEI,GE14S01-7B
3,13,21,CCI,CLQCA_20-248
3,14,21,NA,NA
3,15,21,CMK,RIB6005
3,16,21,NA,NA
3,1,22,CLB,STG_1
3,2,22,NA,NA
3,3,22,SACE_YBZ,YJM1338
3,4,22,NA,NA
3,5,22,BMB,UWOPS03-433.3
3,6,22,NA,NA
3,7,22,BQB,DBVPG2049
3,8,22,NA,NA
3,9,22,CRG,L-846
3,10,22,NA,NA
3,11,22,BVV,ao_t-15
3,12,22,NA,NA
3,13,22,CCG,CLQCA_20-259
3,14,22,NA,NA
3,15,22,CMH,RIB6003
3,16,22,NA,NA
3,1,23,CNT,RP11.4.11
3,2,23,AFF,CBS1252
3,3,23,BIC,DBVPG1056
3,4,23,BAB,DJ68
3,5,23,CEC,DBVPG1620-1A
3,6,23,CFH,WLP039
3,7,23,CGD,UCD_09-448
3,8,23,ADM,CLIB324_2
3,9,23,BRD,DBVPG4902
3,10,23,BGE,CLIB553
3,11,23,BVK,4LBI-3
3,12,23,BLT,DBVPG1984
3,13,23,CHT,SC 33 F.
3,14,23,NA,NA
3,15,23,NA,NA
3,16,23,NA,NA
3,1,24,CLC,STG_2
3,2,24,NA,NA
3,3,24,SACE_YCI,YJM1387
3,4,24,NA,NA
3,5,24,BMC,UWOPS03-459.1
3,6,24,NA,NA
3,7,24,BQC,DBVPG2088
3,8,24,NA,NA
3,9,24,CRH,L-319
3,10,24,NA,NA
3,11,24,CAA,mai-18
3,12,24,NA,NA
3,13,24,CCH,CLQCA_20-314
3,14,24,NA,NA
3,15,24,NA,NA
3,16,24,NA,NA
