std_name,StrainName,Reference,SRA,Clade,geographic_value,city_region_value,province_state_value,country_value,geo_cc,geo_country,geo_region,geo_lat,geo_lon,geo_label
XTRA_EBA,beer026,Gallone et al. 2016,SRR5678675,18. Belgium Beer 2,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_EBB,beer025,Gallone et al. 2016,SRR5678676,21. Mixed Origins 2,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_EBC,beer024,Gallone et al. 2016,SRR5678677,7. AU Wine 3,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_EBD,beer023,Gallone et al. 2016,SRR5678678,21. Mixed Origins 2,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_EBE,beer022,Gallone et al. 2016,SRR5678679,18. Belgium Beer 2,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_EBI,beer031,Gallone et al. 2016,SRR5678683,18. Belgium Beer 2,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_EBL,beer034,Gallone et al. 2016,SRR5678686,12. Belgium Beer 1,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_ECU,beer075,Gallone et al. 2016,SRR5688203,18. Belgium Beer 2,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_ECV,beer076,Gallone et al. 2016,SRR5688205,18. Belgium Beer 2,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_ECW,beer077,Gallone et al. 2016,SRR5688207,18. Belgium Beer 2,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_ECX,beer078,Gallone et al. 2016,SRR5688209,18. Belgium Beer 2,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_ECY,beer079,Gallone et al. 2016,SRR5688211,19. UK Beer,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_ECZ,beer080,Gallone et al. 2016,SRR5688213,12. Belgium Beer 1,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_EDA,beer081,Gallone et al. 2016,SRR5688215,18. Belgium Beer 2,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_EDB,beer082,Gallone et al. 2016,SRR5688217,19. UK Beer,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_EDC,beer083,Gallone et al. 2016,SRR5688219,12. Belgium Beer 1,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_EDD,beer084,Gallone et al. 2016,SRR5688221,12. Belgium Beer 1,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_EDE,beer085,Gallone et al. 2016,SRR5688223,12. Belgium Beer 1,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_EDF,beer086,Gallone et al. 2016,SRR5688225,12. Belgium Beer 1,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_EDL,beer092,Gallone et al. 2016,SRR5688237,12. Belgium Beer 1,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_FAK,YMD1834,Fay et al. 2019,SRR8172961,12. Belgium Beer 1,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_FAW,YMD1875,Fay et al. 2019,SRR8172938,18. Belgium Beer 2,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
XTRA_FAX,YMD1950,Fay et al. 2019,SRR8172937,18. Belgium Beer 2,Belgium,NA,NA,Belgium,BEL,Belgium,Western Europe,50.84579,4.35635,"Belgium, Europe"
CHL,SBE-1C,Peter et al. 2018,ERR1309074,20. Mixed Origins 1,Northern Europe,NA,NA,NA,BEL,Belgium,Western Europe,50.84579,4.35635,Europe
CHM,SBD,Peter et al. 2018,ERR1308585,31. Huangjiu,Northern Europe,NA,NA,NA,BEL,Belgium,Western Europe,50.84579,4.35635,Europe
XTRA_DGQ,NRRY1791,Marsit et al. 2015,ERR3139844,28. Baiju,Europe,NA,NA,NA,BEL,Belgium,Western Europe,50.84579,4.35635,Europe
CPS,FTPW4,Peter et al. 2018,ERR1309470,33. African Palm Wine,Burkina Faso,NA,NA,Burkina Faso,BFA,Burkina Faso,Sub-Saharan Africa,12.28631946,-1.744104195,"Burkina Faso, Africa"
CPT,FTPW3,Peter et al. 2018,ERR1309202,33. African Palm Wine,Burkina Faso,NA,NA,Burkina Faso,BFA,Burkina Faso,Sub-Saharan Africa,12.28631946,-1.744104195,"Burkina Faso, Africa"
CQA,FTPW32,Peter et al. 2018,ERR1309255,33. African Palm Wine,Burkina Faso,NA,NA,Burkina Faso,BFA,Burkina Faso,Sub-Saharan Africa,12.28631946,-1.744104195,"Burkina Faso, Africa"
CQB,FTPW35,Peter et al. 2018,ERR1308963,33. African Palm Wine,Burkina Faso,NA,NA,Burkina Faso,BFA,Burkina Faso,Sub-Saharan Africa,12.28631946,-1.744104195,"Burkina Faso, Africa"
AQG,CBS7539,Peter et al. 2018,ERR1308609,12. Belgium Beer 1,Plovdiv_Bulgaria,Plovdiv,NA,Bulgaria,BGR,Bulgaria,Eastern Europe,42.13586,24.74905,"Plovdiv, Bulgaria, Europe"
BBL,IMB-53,Peter et al. 2018,ERR1308793,NA,Platanus orientalis forest_in Belasista Mountain_near Kamena Village in Bulgaria,Platanus orientalis forest,NA,Bulgaria,BGR,Bulgaria,Eastern Europe,54.86542,24.90625,"Platanus orientalis forest, Bulgaria, Europe"
ABV,DBVPG6861,Peter et al. 2018,ERR1308582,20. Mixed Origins 1,Tijuca forest_Rio de Janeiro_Brazil,Rio de Janeiro,NA,Brazil,BRA,Brazil,Latin America and the Caribbean,-23.0159,-43.4739,"Rio de Janeiro, Brazil, South America"
AEA,CBS7958,Peter et al. 2018,ERR1309406,12. Belgium Beer 1,Sao Paulo_Brazil,Sao Paulo,NA,Brazil,BRA,Brazil,Latin America and the Caribbean,-23.62532,-46.68796,"Sao Paulo, Brazil, South America"
AFD,CBS7960,Peter et al. 2018,ERR1308983,11. Brazilian Bioethanol,Sao Paulo_Brazil,Sao Paulo,NA,Brazil,BRA,Brazil,Latin America and the Caribbean,-23.62532,-46.68796,"Sao Paulo, Brazil, South America"
AFQ,CBS7993,Peter et al. 2018,ERR1308647,NA,Rio de Janeiro_Tijuca National Forest_Cushvara River_Brazil,Rio de Janeiro,Cushvara River,Brazil,BRA,Brazil,Latin America and the Caribbean,-22.90339,-43.17802,"Rio de Janeiro, Cushvara River, Brazil, South America"
AFR,CBS7959,Peter et al. 2018,ERR1309137,11. Brazilian Bioethanol,Sao Paulo_Brazil,Sao Paulo,NA,Brazil,BRA,Brazil,Latin America and the Caribbean,-23.62532,-46.68796,"Sao Paulo, Brazil, South America"
AGM,CBS7961,Peter et al. 2018,ERR1309110,11. Brazilian Bioethanol,Sao Paulo_Brazil,Sao Paulo,NA,Brazil,BRA,Brazil,Latin America and the Caribbean,-23.62532,-46.68796,"Sao Paulo, Brazil, South America"
AHC,CBS7963,Peter et al. 2018,ERR1309041,11. Brazilian Bioethanol,Sao Paulo_Brazil,Sao Paulo,NA,Brazil,BRA,Brazil,Latin America and the Caribbean,-23.62532,-46.68796,"Sao Paulo, Brazil, South America"
APG,VF8_(6),Peter et al. 2018,ERR1309220,11. Brazilian Bioethanol,Araras_Sao Paulo_Brazil,Araras,Sao Paulo,Brazil,BRA,Brazil,Latin America and the Caribbean,-23.54053,-46.60647,"Araras, Sao Paulo, Brazil, South America"
APH,M1.1,Peter et al. 2018,ERR1308918,11. Brazilian Bioethanol,Pirassununga_Sao Paulo_Brazil,Pirassununga,Sao Paulo,Brazil,BRA,Brazil,Latin America and the Caribbean,-21.99632,-47.4271,"Pirassununga, Sao Paulo, Brazil, South America"
APP,CBS382,Peter et al. 2018,ERR1309259,NA,Brazil_Rio de Janeiro,Rio de Janeiro,NA,Brazil,BRA,Brazil,Latin America and the Caribbean,-23.0159,-43.4739,"Rio de Janeiro, Brazil, South America"
AQH,CBS7957,Peter et al. 2018,ERR1309146,12. Belgium Beer 1,Sao Paulo_Brazil,Sao Paulo,NA,Brazil,BRA,Brazil,Latin America and the Caribbean,-23.62532,-46.68796,"Sao Paulo, Brazil, South America"
CDM,UFRJ_50613-2D(a),Peter et al. 2018,ERR1308794,NA,Rio de Janeiro_Brazil,Rio de Janeiro,NA,Brazil,BRA,Brazil,Latin America and the Caribbean,-23.0159,-43.4739,"Rio de Janeiro, Brazil, South America"
XTRA_DAB,UFMG-CM-Y262,Barbosa et al. 2016,ERR1111487,34. South American Wild,Brazil         Riparian forest of Corrego         Buritizal         Tocantins,Buritizal,Tocantins,Brazil,BRA,Brazil,Latin America and the Caribbean,-24.71333,-53.75769,"Buritizal, Tocantins, Brazil, South America"
XTRA_DAC,UFMG-CM-Y264,Barbosa et al. 2016,ERR1111488,34. South American Wild,Brazil         Riparian forest of Corrego         Buritizal         Tocantins,Buritizal,Tocantins,Brazil,BRA,Brazil,Latin America and the Caribbean,-24.71333,-53.75769,"Buritizal, Tocantins, Brazil, South America"
XTRA_DAD,UFMG-CM-Y455,Barbosa et al. 2016,ERR1111489,34. South American Wild,Brazil  Riparian forest of Corrego  Buritizal  Tocantins,Buritizal,Tocantins,Brazil,BRA,Brazil,Latin America and the Caribbean,-24.71333,-53.75769,"Buritizal, Tocantins, Brazil, South America"
XTRA_DAE,UFMG-CM-Y461,Barbosa et al. 2016,ERR1111490,34. South American Wild,Brazil         Serra da Prata         Mucajai         Roraima,Mucajai,Roraima,Brazil,BRA,Brazil,Latin America and the Caribbean,2.44613,-60.91873,"Mucajai, Roraima, Brazil, South America"
XTRA_DAF,UFMG-CM-Y462,Barbosa et al. 2016,ERR1111491,34. South American Wild,Brazil         Serra da Prata         Mucajai         Roraima,Mucajai,Roraima,Brazil,BRA,Brazil,Latin America and the Caribbean,2.44613,-60.91873,"Mucajai, Roraima, Brazil, South America"
XTRA_DAH,UFMG-CM-Y639,Barbosa et al. 2016,ERR1111493,NA,Brazil         Bela Vista         Taquarucu,Taquarucu,Tocantins,Brazil,BRA,Brazil,Latin America and the Caribbean,-10.21243,-48.33121,"Taquarucu, Tocantins, Brazil, South America"
XTRA_DAJ,UFMG-CM-Y641,Barbosa et al. 2016,ERR1111495,22. French Guiana Human,Brazil         Taguatinga         Tocantins,Taguatinga,Tocantins,Brazil,BRA,Brazil,Latin America and the Caribbean,-12.40454,-46.43232,"Taguatinga, Tocantins, Brazil, South America"
XTRA_DAK,UFMG-CM-Y642,Barbosa et al. 2016,ERR1111496,22. French Guiana Human,Brazil  Taguatinga  Tocantins,Taguatinga,Tocantins,Brazil,BRA,Brazil,Latin America and the Caribbean,-12.40454,-46.43232,"Taguatinga, Tocantins, Brazil, South America"
XTRA_DAL,UFMG-CM-Y645,Barbosa et al. 2016,ERR1111497,34. South American Wild,Brazil         Bela Vista         Taquarucu         Tocantins,Taquarucu,Tocantins,Brazil,BRA,Brazil,Latin America and the Caribbean,-10.21243,-48.33121,"Taquarucu, Tocantins, Brazil, South America"
XTRA_DAM,UFMG-CM-Y646,Barbosa et al. 2016,ERR1111498,34. South American Wild,Brazil  Bela Vista  Taquarucu  Tocantins,Taquarucu,Tocantins,Brazil,BRA,Brazil,Latin America and the Caribbean,-10.21243,-48.33121,"Taquarucu, Tocantins, Brazil, South America"
XTRA_DAN,UFMG-CM-Y647,Barbosa et al. 2016,ERR1111499,34. South American Wild,Brazil  Bela Vista  Taquarucu  Tocantins,Taquarucu,Tocantins,Brazil,BRA,Brazil,Latin America and the Caribbean,-10.21243,-48.33121,"Taquarucu, Tocantins, Brazil, South America"
XTRA_DAO,UFMG-CM-Y649,Barbosa et al. 2016,ERR1111500,NA,Brazil  Bela Vista  Taquarucu  Tocantins,Taquarucu,Tocantins,Brazil,BRA,Brazil,Latin America and the Caribbean,-10.21243,-48.33121,"Taquarucu, Tocantins, Brazil, South America"
XTRA_DAT,UFMG-CM-Y257,Barbosa et al. 2016,ERR1111505,34. South American Wild,Brazil         Gardens of Caraca Sanctuary         Minas Gerais,Sanctuary Caraça,Minas Gerais,Brazil,BRA,Brazil,Latin America and the Caribbean,-20.33821,-40.35863,"Sanctuary Caraça, Minas Gerais, Brazil, South America"
XTRA_DAU,UFMG-CM-Y263,Barbosa et al. 2016,ERR1111506,22. French Guiana Human,Brazil  Riparian forest of Corrego  Buritizal  Tocantins,Buritizal,Tocantins,Brazil,BRA,Brazil,Latin America and the Caribbean,-24.71333,-53.75769,"Buritizal, Tocantins, Brazil, South America"
XTRA_DAV,UFMG-CM-Y266,Barbosa et al. 2016,ERR1111507,34. South American Wild,Brazil  Riparian forest of Corrego  Buritizal  Tocantins,Buritizal,Tocantins,Brazil,BRA,Brazil,Latin America and the Caribbean,-24.71333,-53.75769,"Buritizal, Tocantins, Brazil, South America"
XTRA_DAZ,UFMG-CM-Y636,Barbosa et al. 2016,ERR1111511,24. Lab Strains,Brazil  Riparian forest of Corrego  Buritizal  Tocantins,Buritizal,Tocantins,Brazil,BRA,Brazil,Latin America and the Caribbean,-24.71333,-53.75769,"Buritizal, Tocantins, Brazil, South America"
XTRA_DBA,UFMG-CM-Y643,Barbosa et al. 2016,ERR1111512,34. South American Wild,Brazil  Gardens of Caraca Sanctuary  Minas Gerais,Sanctuary Caraça,Minas Gerais,Brazil,BRA,Brazil,Latin America and the Caribbean,-20.33821,-40.35863,"Sanctuary Caraça, Minas Gerais, Brazil, South America"
BTI,ZP_611,Peter et al. 2018,ERR1308812,16. Canadian Wine,Canada_Vancouver,Vancouver,NA,Canada,CAN,Canada,Northern America,49.261636,-123.11335,"Vancouver, Canada, North America"
XTRA_DCX,6320,Coi et al. 2017,ERR560550,6. West Europe Wine,Canada,NA,NA,Canada,CAN,Canada,Northern America,32.3726,-110.99583,"Canada, North America"
XTRA_FJJ,OCP112,Marr et al. 2023,SRR19238640,1. AU Wine 1,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJK,OCP107,Marr et al. 2023,SRR19238641,6. West Europe Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJL,SBV185,Marr et al. 2023,SRR19238642,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJM,SBV180,Marr et al. 2023,SRR19238643,8. AU Wine 4,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJN,SBV178,Marr et al. 2023,SRR19238644,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJO,SBV197,Marr et al. 2023,SRR19238645,16. Canadian Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJP,SBV173,Marr et al. 2023,SRR19238646,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJQ,OCP095,Marr et al. 2023,SRR19238647,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJR,SBV171,Marr et al. 2023,SRR19238648,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJS,SBV155,Marr et al. 2023,SRR19238649,5. Georgian Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJT,SBV154,Marr et al. 2023,SRR19238650,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJU,SBV151,Marr et al. 2023,SRR19238651,16. Canadian Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJV,SBV139,Marr et al. 2023,SRR19238652,6. West Europe Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJW,SBV090,Marr et al. 2023,SRR19238653,1. AU Wine 1,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJX,SBV087,Marr et al. 2023,SRR19238654,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJY,SBV074,Marr et al. 2023,SRR19238655,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FJZ,SBV073,Marr et al. 2023,SRR19238656,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKA,SBV058,Marr et al. 2023,SRR19238657,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKB,OCP090,Marr et al. 2023,SRR19238658,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKC,SBV057,Marr et al. 2023,SRR19238659,16. Canadian Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKD,SBV055,Marr et al. 2023,SRR19238660,16. Canadian Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKE,SBV051,Marr et al. 2023,SRR19238661,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKF,SBV050,Marr et al. 2023,SRR19238662,16. Canadian Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKG,SBV041,Marr et al. 2023,SRR19238663,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKH,SBV040,Marr et al. 2023,SRR19238664,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKI,SBV034,Marr et al. 2023,SRR19238665,16. Canadian Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKJ,SBV033,Marr et al. 2023,SRR19238666,16. Canadian Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKK,SBV017,Marr et al. 2023,SRR19238667,6. West Europe Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKL,SBV016,Marr et al. 2023,SRR19238668,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKM,OCP088,Marr et al. 2023,SRR19238669,16. Canadian Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKN,SBV015,Marr et al. 2023,SRR19238670,16. Canadian Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKO,SBV014,Marr et al. 2023,SRR19238671,16. Canadian Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKP,SBV011-2,Marr et al. 2023,SRR19238672,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKQ,SBV011-1,Marr et al. 2023,SRR19238673,2. AU Wine 2,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKR,SBV007,Marr et al. 2023,SRR19238674,1. AU Wine 1,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKS,SBV001,Marr et al. 2023,SRR19238675,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKT,P93A01,Marr et al. 2023,SRR19238676,27. US Clinical 2,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKU,P87B02,Marr et al. 2023,SRR19238677,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKV,P109A01,Marr et al. 2023,SRR19238678,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKW,OCP080-2,Marr et al. 2023,SRR19238679,16. Canadian Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKX,P107C11,Marr et al. 2023,SRR19238680,6. West Europe Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKY,P104A01,Marr et al. 2023,SRR19238681,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FKZ,P100A04,Marr et al. 2023,SRR19238682,1. AU Wine 1,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLA,OCP204,Marr et al. 2023,SRR19238683,1. AU Wine 1,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLB,OCP193,Marr et al. 2023,SRR19238684,6. West Europe Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLC,P93F02,Marr et al. 2023,SRR19238685,27. US Clinical 2,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLD,OK200,Marr et al. 2023,SRR19238686,7. AU Wine 3,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLE,OK188,Marr et al. 2023,SRR19238687,NA,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLF,OK182,Marr et al. 2023,SRR19238688,16. Canadian Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLG,OK047,Marr et al. 2023,SRR19238689,36. North American Wild,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLH,OCP048,Marr et al. 2023,SRR19238690,1. AU Wine 1,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLI,OCP295,Marr et al. 2023,SRR19238691,6. West Europe Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLJ,OCP284,Marr et al. 2023,SRR19238692,6. West Europe Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLK,OCP281,Marr et al. 2023,SRR19238693,6. West Europe Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLL,OCP251,Marr et al. 2023,SRR19238694,8. AU Wine 4,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLM,OCP279,Marr et al. 2023,SRR19238695,6. West Europe Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLN,OCP245,Marr et al. 2023,SRR19238696,8. AU Wine 4,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLO,OCP226,Marr et al. 2023,SRR19238697,6. West Europe Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
XTRA_FLP,OCP225,Marr et al. 2023,SRR19238698,6. West Europe Wine,Canada: Okanagan Valley,NA,Okanagan Valley,Canada,CAN,Canada,Northern America,50.26513614,-119.3152821,"Okanagan Valley, Canada, North America"
