std_name,StrainName,Reference,SRA,Clade,geographic_value,city_region_value,province_state_value,country_value,geo_cc,geo_country,geo_region,geo_lat,geo_lon,geo_label
BSR,L-958,Peter et al. 2018,ERR1308588,4. Commercial Wine,Mendoza area_Argentina,NA,Mendoza area,Argentina,ARG,Argentina,Latin America and the Caribbean,-35.48521,-62.9807,"Mendoza area, Argentina, South America"
BSS,L-960,Peter et al. 2018,ERR1308818,4. Commercial Wine,Mendoza area_Argentina,NA,Mendoza area,Argentina,ARG,Argentina,Latin America and the Caribbean,-35.48521,-62.9807,"Mendoza area, Argentina, South America"
BST,L-962,Peter et al. 2018,ERR1308635,8. AU Wine 4,Mendoza area_Argentina,NA,Mendoza area,Argentina,ARG,Argentina,Latin America and the Caribbean,-35.48521,-62.9807,"Mendoza area, Argentina, South America"
AQC,CBS5155,Peter et al. 2018,ERR1308897,5. Georgian Wine,South Armenia,NA,NA,Armenia,ARM,Armenia,Western Asia,40.27725819,44.33726291,"Armenia, Europe"
AAP,CLIB326_1,Peter et al. 2018,ERR1309494,20. Mixed Origins 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
BHB,CLIB889,Peter et al. 2018,ERR1308877,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
BIH,DBVPG1105,Peter et al. 2018,ERR1309428,6. West Europe Wine,Adelaide_Australia,NA,Adelaide,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Adelaide, Australia, Oceania"
BII,DBVPG1106,Peter et al. 2018,ERR1308846,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
BIK,DBVPG1107,Peter et al. 2018,ERR1309245,6. West Europe Wine,McLaren Valley_Australia,NA,McLaren Valley,Australia,AUS,Australia,Australia and New Zealand,-35.21548,138.5381,"McLaren Valley, Australia, Oceania"
BIL,DBVPG1108,Peter et al. 2018,ERR1309475,6. West Europe Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DKK,AWRI170,Borneman et al. 2016,SRR2967836,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DKL,AWRI213,Borneman et al. 2016,SRR2967837,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DKN,AWRI292,Borneman et al. 2016,SRR2967840,5. Georgian Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DKO,AWRI722,Borneman et al. 2016,SRR2967841,5. Georgian Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DKP,AWRI723,Borneman et al. 2016,SRR2967842,5. Georgian Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DKU,AWRI763,Borneman et al. 2016,SRR2967847,5. Georgian Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DKX,AWRI778,Borneman et al. 2016,SRR2967850,5. Georgian Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DLB,AWRI833,Borneman et al. 2016,SRR2967856,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DLC,AWRI834,Borneman et al. 2016,SRR2967857,NA,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DLO,AWRI1017,Borneman et al. 2016,SRR2967870,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DMB,AWRI1474,Borneman et al. 2016,SRR2967884,5. Georgian Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DMC,AWRI1482,Borneman et al. 2016,SRR2967885,2. AU Wine 2,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DNB,AWRI1686,Borneman et al. 2016,SRR2967915,2. AU Wine 2,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DND,AWRI1697,Borneman et al. 2016,SRR2967917,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DNF,AWRI1706,Borneman et al. 2016,SRR2967919,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DNG,AWRI1712,Borneman et al. 2016,SRR2967921,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DNH,AWRI1714,Borneman et al. 2016,SRR2967922,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DNM,AWRI1736,Borneman et al. 2016,SRR2967929,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DNN,AWRI1742,Borneman et al. 2016,SRR2967930,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DNO,AWRI1743,Borneman et al. 2016,SRR2967931,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DOM,AWRI1939,Borneman et al. 2016,SRR2967959,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DOQ,AWRI1962,Borneman et al. 2016,SRR2967963,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DOY,AWRI2308,Borneman et al. 2016,SRR2967971,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPA,AWRI2768,Borneman et al. 2016,SRR2967973,2. AU Wine 2,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPB,AWRI2776,Borneman et al. 2016,SRR2967974,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPC,AWRI2848,Borneman et al. 2016,SRR2967975,NA,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPD,AWRI2849,Borneman et al. 2016,SRR2967976,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPE,AWRI2850,Borneman et al. 2016,SRR2967977,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPF,AWRI2851,Borneman et al. 2016,SRR2967978,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPG,AWRI2852,Borneman et al. 2016,SRR2967979,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPH,AWRI2853,Borneman et al. 2016,SRR2967980,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPI,AWRI2854,Borneman et al. 2016,SRR2967981,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPJ,AWRI2855,Borneman et al. 2016,SRR2967982,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPK,AWRI2856,Borneman et al. 2016,SRR2967983,2. AU Wine 2,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPL,AWRI2858,Borneman et al. 2016,SRR2967984,2. AU Wine 2,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPM,AWRI2859,Borneman et al. 2016,SRR2967985,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPN,AWRI2860,Borneman et al. 2016,SRR2967986,2. AU Wine 2,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPO,AWRI2861,Borneman et al. 2016,SRR2967987,2. AU Wine 2,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPP,AWRI2863,Borneman et al. 2016,SRR2967988,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPQ,AWRI2864,Borneman et al. 2016,SRR2967989,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPR,AWRI2865,Borneman et al. 2016,SRR2967990,20. Mixed Origins 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPS,AWRI2866,Borneman et al. 2016,SRR2967991,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPT,AWRI2867,Borneman et al. 2016,SRR2967992,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPU,AWRI2868,Borneman et al. 2016,SRR2967993,5. Georgian Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPV,AWRI2869,Borneman et al. 2016,SRR2967994,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPW,AWRI2870,Borneman et al. 2016,SRR2967995,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPX,AWRI2871,Borneman et al. 2016,SRR2967996,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPY,AWRI2872,Borneman et al. 2016,SRR2967997,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DPZ,AWRI2873,Borneman et al. 2016,SRR2967998,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQA,AWRI2874,Borneman et al. 2016,SRR2967999,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQB,AWRI2875,Borneman et al. 2016,SRR2968000,6. West Europe Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQC,AWRI2876,Borneman et al. 2016,SRR2968001,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQD,AWRI2877,Borneman et al. 2016,SRR2968002,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQE,AWRI2878,Borneman et al. 2016,SRR2968003,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQF,AWRI2879,Borneman et al. 2016,SRR2968004,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQG,AWRI2880,Borneman et al. 2016,SRR2968005,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQH,AWRI2881,Borneman et al. 2016,SRR2968006,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQI,AWRI2882,Borneman et al. 2016,SRR2968007,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQJ,AWRI2895,Borneman et al. 2016,SRR2968008,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQK,AWRI2896,Borneman et al. 2016,SRR2968009,2. AU Wine 2,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQL,AWRI2897,Borneman et al. 2016,SRR2968010,NA,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQM,AWRI2898,Borneman et al. 2016,SRR2968011,6. West Europe Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQN,AWRI2899,Borneman et al. 2016,SRR2968012,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQO,AWRI2900,Borneman et al. 2016,SRR2968013,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQP,AWRI2901,Borneman et al. 2016,SRR2968014,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQQ,AWRI2903,Borneman et al. 2016,SRR2968016,NA,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQR,AWRI2904,Borneman et al. 2016,SRR2968017,5. Georgian Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQS,AWRI2905,Borneman et al. 2016,SRR2968018,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQT,AWRI2906,Borneman et al. 2016,SRR2968019,NA,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQU,AWRI2907,Borneman et al. 2016,SRR2968020,6. West Europe Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQV,AWRI2908,Borneman et al. 2016,SRR2968021,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQW,AWRI2909,Borneman et al. 2016,SRR2968022,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQX,AWRI2910,Borneman et al. 2016,SRR2968023,4. Commercial Wine,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DQZ,AWRI2912,Borneman et al. 2016,SRR2968025,20. Mixed Origins 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRA,AWRI2913,Borneman et al. 2016,SRR2968026,2. AU Wine 2,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRB,AWRI2914,Borneman et al. 2016,SRR2968027,2. AU Wine 2,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRC,AWRI2921,Borneman et al. 2016,SRR2968028,NA,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRD,AWRI2927,Borneman et al. 2016,SRR2968029,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRE,AWRI2928,Borneman et al. 2016,SRR2968030,2. AU Wine 2,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRF,AWRI2931,Borneman et al. 2016,SRR2968031,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRG,AWRI2933,Borneman et al. 2016,SRR2968032,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRH,WLP800,Borneman et al. 2016,SRR2968034,18. Belgium Beer 2,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRI,WLP028,Borneman et al. 2016,SRR2968035,19. UK Beer,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRJ,WLP001,Borneman et al. 2016,SRR2968036,19. UK Beer,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRK,WLP023,Borneman et al. 2016,SRR2968037,19. UK Beer,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRL,WLP002,Borneman et al. 2016,SRR2968038,19. UK Beer,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRM,WLP004,Borneman et al. 2016,SRR2968039,19. UK Beer,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRN,WY1084,Borneman et al. 2016,SRR2968040,19. UK Beer,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRO,WLP013,Borneman et al. 2016,SRR2968041,19. UK Beer,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRQ,WLP775,Borneman et al. 2016,SRR2968043,NA,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRR,WLP705,Borneman et al. 2016,SRR2968044,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DRS,WLP099,Borneman et al. 2016,SRR2968045,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_DXF,YS2,Maclean et al. 2017,SRR3481392,20. Mixed Origins 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_EBX,beer052,Gallone et al. 2016,SRR5688157,NA,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FMZ,2_B4_S10,Ward et al. 2024,SRR25064253,10. AU Wine 6,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNA,2018_P55_C5_S130,Ward et al. 2024,SRR25064259,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNB,2018_P68_G10_S25,Ward et al. 2024,SRR25064261,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNC,2018_P49_F7_S11,Ward et al. 2024,SRR25064264,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FND,Y3-P2-G12_S9,Ward et al. 2024,SRR25064270,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNE,2018_P51_H11_S93,Ward et al. 2024,SRR25064271,10. AU Wine 6,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNF,2018_P44_H8_S98,Ward et al. 2024,SRR25064272,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNG,E-3_S26,Ward et al. 2024,SRR25064276,10. AU Wine 6,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNH,I-4_S50,Ward et al. 2024,SRR25064281,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNI,2018_P22_H6_S58,Ward et al. 2024,SRR25064303,9. AU Wine 5,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNJ,1_B3_S40,Ward et al. 2024,SRR25064306,9. AU Wine 5,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNK,2_B6_S12,Ward et al. 2024,SRR25064310,9. AU Wine 5,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNL,2018_P20_A9_S127,Ward et al. 2024,SRR25064319,9. AU Wine 5,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNM,T-8_S112,Ward et al. 2024,SRR25064324,10. AU Wine 6,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNN,Y3-P1-C04_S40,Ward et al. 2024,SRR25064329,10. AU Wine 6,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNO,2019_P14_D1_S109,Ward et al. 2024,SRR25064339,8. AU Wine 4,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNP,D-4_S20,Ward et al. 2024,SRR25064343,8. AU Wine 4,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNQ,2018_P5_E4_S77,Ward et al. 2024,SRR25064350,8. AU Wine 4,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNR,2018_P1_A1_S99,Ward et al. 2024,SRR25064360,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNS,2018_P31_A9_S64,Ward et al. 2024,SRR25064365,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNT,2019_P6_A4_S31,Ward et al. 2024,SRR25064366,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNU,2018_P20_B8_S92,Ward et al. 2024,SRR25064385,8. AU Wine 4,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNV,1_H10_S127,Ward et al. 2024,SRR25064392,8. AU Wine 4,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNW,A-5_S2,Ward et al. 2024,SRR25064396,10. AU Wine 6,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNX,2018_P49_C7_S12,Ward et al. 2024,SRR25064397,10. AU Wine 6,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNY,T-4_S110,Ward et al. 2024,SRR25064426,8. AU Wine 4,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FNZ,U-10_S131,Ward et al. 2024,SRR25064432,8. AU Wine 4,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FOA,1_A9_S122,Ward et al. 2024,SRR25064442,8. AU Wine 4,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FOB,2018_P70_G8_S119,Ward et al. 2024,SRR25064445,8. AU Wine 4,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FOC,2018_P31_D1_S137,Ward et al. 2024,SRR25064450,8. AU Wine 4,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FOD,1_H8_S125,Ward et al. 2024,SRR25064459,8. AU Wine 4,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FOE,U-5_S128,Ward et al. 2024,SRR25064463,8. AU Wine 4,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FOF,1_B4_S41,Ward et al. 2024,SRR25064469,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FOG,2_B1_S7,Ward et al. 2024,SRR25064470,8. AU Wine 4,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FOH,2019_P25_G2_S29,Ward et al. 2024,SRR25064508,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FOI,2018_P73_A10_S15,Ward et al. 2024,SRR25064513,1. AU Wine 1,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
XTRA_FOJ,2018_P16_F12_S91,Ward et al. 2024,SRR25064523,7. AU Wine 3,Australia,NA,NA,Australia,AUS,Australia,Australia and New Zealand,-34.7819,138.49675,"Australia, Oceania"
