Tree_order,Standard_name,Clade,WineSubclades,Clade_class,Ploidy,N_aneuploidies,EUP_ANEU,HOM_HET,Single_strain_class,Ecological_origins,Sporulation_in_water,CLS_WATERday8,CLS_WATERday20,CLS_SDCday7,CLS_SDCday21,CLS_SDCday35,CLS_CRday7,CLS_CRday21,CLS_CRday35,Asci_24_hours,Dyads_24_hours,Asci_72_hours,Dyads_72_hours,Adenine_doublingtime,Alanine_doublingtime,Arabinose_0.5_doublingtime,Arabinose_2_doublingtime,Arabinose_8_doublingtime,Citrulline_doublingtime,Fructose_0.5_doublingtime,Fructose_2_doublingtime,Fructose_32_doublingtime,Fructose_8_doublingtime,Glucose_0.5_doublingtime,Glucose_1_doublingtime,Glucose_16_doublingtime,Glucose_2_doublingtime,Glucose_32_doublingtime,Glucose_50_doublingtime,Glucose_8_doublingtime,Glycerol_0.5_doublingtime,Glycerol_2_doublingtime,Glycine_doublingtime,Isoleucine_doublingtime,Malic_Acid_doublingtime,Maltose_0.5_doublingtime,Maltose_2_doublingtime,Maltose_32_doublingtime,Maltose_8_doublingtime,Mannitol_2_doublingtime,Methionine_doublingtime,NH4_doublingtime,Phenylalanine_doublingtime,Raffinose_2_doublingtime,Raffinose_8_doublingtime,Serine_doublingtime,Sucrose_2_doublingtime,Sucrose_32_doublingtime,Sucrose_8_doublingtime,Threonine_doublingtime,Tryptophan_doublingtime,Valine_doublingtime,Xylose_0.5_doublingtime,Xylose_2_doublingtime,Xylose_8_doublingtime,YPD_doublingtime,Adenine_yield,Alanine_yield,Arabinose_0.5_yield,Arabinose_2_yield,Arabinose_8_yield,Citrulline_yield,Fructose_0.5_yield,Fructose_2_yield,Fructose_32_yield,Fructose_8_yield,Glucose_0.5_yield,Glucose_1_yield,Glucose_16_yield,Glucose_2_yield,Glucose_32_yield,Glucose_50_yield,Glucose_8_yield,Glycerol_0.5_yield,Glycerol_2_yield,Glycine_yield,Isoleucine_yield,Malic_Acid_yield,Maltose_0.5_yield,Maltose_2_yield,Maltose_32_yield,Maltose_8_yield,Mannitol_2_yield,Methionine_yield,NH4_yield,Phenylalanine_yield,Raffinose_2_yield,Raffinose_8_yield,Serine_yield,Sucrose_2_yield,Sucrose_32_yield,Sucrose_8_yield,Threonine_yield,Tryptophan_yield,Valine_yield,Xylose_0.5_yield,Xylose_2_yield,Xylose_8_yield,YPD_yield,YPACETATE_40h,YPD14_40h,YPD40_40h,YPD42_40h,YPD6AU_40h,YPDANISO10_40h,YPDANISO20_40h,YPDANISO50_40h,YPDBENOMYL200_40h,YPDBENOMYL500_40h,YPDCAFEIN40_40h,YPDCAFEIN50_40h,YPDCHX05_40h,YPDCHX1_40h,YPDCUSO410MM_40h,YPDDMSO_40h,YPDETOH_40h,YPDFLUCONAZOLE_40h,YPDFORMAMIDE4_40h,YPDFORMAMIDE5_40h,YPDHU_40h,YPDKCL2M_40h,YPDLICL250MM_40h,YPDMV_40h,YPDNACL15M_40h,YPDNACL1M_40h,YPDNYSTATIN_40h,YPDSDS_40h,YPDSODIUMMETAARSENITE_40h,YPETHANOL_40h,YPGALACTOSE_40h,YPGLYCEROL_40h,YPRIBOSE_40h,YPSORBITOL_40h,YPXYLOSE_40h,24_DiCl_48H,20C_48H,20C_72H,39C_48H,39C_72H,42C_48H,42C_72H,5_FU_48H,6_AU_48H,6_AU_39C_48H,6_AU_39C_72H,Acetic_acid_48H,Amphotericin_B_48H,Amphotericin_B_anaerobic_48H,Anaerobic_growth_48H,Cadmium_chloride_48H,Caffeine_15mM_48H,Caffeine_15mM_72H,Caffeine_20mM_48H,Caffeine_20mM_72H,Caspofungin_48H,Clioquinol_48H,Clioquinol_72H,Clozapine_48H,Cyclohexamide_48H,Cyclohexamide_72H,DMSO_0.01__48H,Glucose_0.02_48H,Glycerol_0.02__48H,Glycerol_0.02__72H,NaCl_0.4M_48H,NaCl_0.4M_72H,NaCl_0.4M_39C_48H,NaCl_0.4M_39C_72H,NaCl_0.6M_48H,NaCl_0.6M_72H,NaCl_0.6M_39C_48H,NaCl_0.6M_39C_72H,NiSO4_48H,Nitrogen_starvation_48H,Nystatin_48H,Paraquat_48H,SC_48H,SC_hepes_48H,Sorbitol_1M_48H,YPD_24H,aa_starvation_48H,CLS_RM7,CLS_RM21,CLS_RM35,Mitochondrial.volume.YPEG,Mitochondrial.volume.YPD,Mitochondrial.activity.YPEG,Mitochondrial.activity.YPD,mtDNA_CN_PLOIDY,mtDNA_ratio,Telomere.length,ITS.content,Y.copies,Freq_Non_flocculating,Freq_1n_cells,Mean_DNAcontent_single_cells,Mean_DNAcontent_1n_cells,Mean_size_single_cells,Mean_size_1n_cells,Median_size_single_cells,Median_size_1n_cells,Cycloheximide_0.2aug.ml_GT,Cycloheximide_0.2aug.ml_Yield,Clotrimazole_0.3ug.ml_GT,Clotrimazole_0.3ug.ml_Yield,Ketoconazole_0.005mg.mL_GT,Ketoconazole_0.0075mg.mL_GT,Ketoconazole_0.005mg.mL_Yield,Ketoconazole_0.0075mg.mL_Yield,AmphotericinB_0.25ug.ml_GT,AmphotericinB_0.5ug.ml_GT,AmphotericinB_0.25ug.ml_Yield,AmphotericinB_0.5ug.ml_Yield,Flucanazole_8ug.ml_GT,Flucanazole_8ug.ml_Yield,Caspofungin_0.5ug.ml_GT,Caspofungin_0.5ug.ml_Yield,Tebuconazole_0.0075mg.mL_GT,Tebuconazole_0.0125mg.mL_GT,Tebuconazole_0.0075mg.mL_Yield,Tebuconazole_0.0125mg.mL_Yield,Tyrosol_0.6mg.mL_GT,Tyrosol_0.6mg.mL_Yield
1,BFC,01.Wine_European,WineEuropean,dom,2,0,EUPLOID,hom,Domesticated,Fermentation,0,71.1,56,98.03,78.75,44.55,94.37,82.82,62.75,22,0,51,15.68627451,-1.873329883,-0.124362739,-0.531478297,-0.544771681,-0.440870341,-0.044156843,0.000465392,0.420127243,0.16554125,0.322033769,-0.326936038,-0.022582982,-0.108187616,-0.069615493,0.039446452,0.019174079,-0.041259057,-0.365223574,0.406209292,-0.373979985,-0.193883827,-0.544485117,0.422506325,0.253374189,0.242032936,0.313442484,-0.349341552,-1.842989121,0.124671077,0.126961906,-0.110656242,0.225276664,0.083126445,-0.010909993,0.05100329,0.061883875,0.018380166,-0.011024419,-0.106492522,-0.579909803,-0.146135537,-0.267085058,0.005022725,-5.092668665,-0.326162384,-1.894592137,-0.397774429,-0.438092019,-0.840400453,-0.54813397,-0.155469417,-0.230043907,-0.255929885,-0.198520991,-0.068919626,0.008681895,0.115824579,-0.175654425,-0.367882183,0.095356172,-0.684044114,-0.26307045,-0.842533979,-1.931704443,1.294684702,-0.015240321,0.215809602,-0.045442507,0.045787556,-0.49483328,-5.435866914,-0.063477604,-0.856299304,-0.13667769,-0.390428227,-0.356751957,0.078506425,0.082040215,0.038841048,-1.499999552,-0.348780846,-0.9031069,-0.558641001,-0.813825115,-1.243146191,0.297595512,0.403505874,0.459179516,0.556251517,0.439479002,0.479094911,0.327140407,0.303929975,0.234986819,0.247573237,0.26614134,0.273109308,0.265230427,0.372417661,0.395779391,0.268907103,0.219735732,0.311925497,0.385271516,0.309498476,0.213797546,0.235846245,0.37128577,0.311636795,0.301923295,0.470241356,0.357455729,0.26231632,0.252947671,0.429361736,0.41833358,0.267757895,0.459179516,0.447618215,0.504544591,0.463799052,910.7571856,2444.307727,3229.787016,1745.651731,1803.670949,451.063784,438.6848115,2620.808458,3161.876371,1440.981215,1459.812948,2383.588548,2286.513323,1233.989116,2532.268266,3067.40253,1054.667031,1227.2898,510.0699029,515.3823664,3096.633063,696.7328408,673.2231349,3756.685419,1310.890856,1996.454262,3416.553122,4043.143295,2064.927897,3046.546383,1895.597294,2422.509469,1885.83771,1913.252614,2179.53934,2626.899381,1782.359494,1829.944294,1340.464859,3408.715062,3937.705115,630.1468476,3721.633542,3216.770406,3103.960678,3501.989976,2576.841686,97.22,76.24,34.68,32.49,164,55.23,24.14,4.72,2.36,344.375,704,8.82,89.9,26.7,302.25,191.54,214.29,159.4,210.27,157.67,-0.540427678,-1.776628958,0.041006513,-0.40895347,0.091320351,0.148939277,1.316738116,1.438897931,0.108564566,-0.383182598,2.173417791,4.960411948,0.057255495,-0.345080536,0.390198473,0.480965595,0.288687323,0.240431646,0.508395083,0.663249136,0.065442257,-0.298466784
2,AGL,01.Wine_European,WineEuropean,dom,1,0,EUPLOID,hom,Domesticated,Wine,0,41.9,41.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.212844088,NA,NA,NA,NA,NA,-0.049425123,0.163840551,NA,0.169815611,1.282737322,0.131082202,NA,0.257517565,-0.483177369,NA,0.573152993,NA,NA,NA,NA,-0.146616,NA,NA,NA,NA,NA,-0.671841498,NA,NA,0.312354928,0.006241661,NA,-0.256917148,0.180791496,0.051014306,NA,NA,NA,NA,NA,NA,NA,-2.276511387,NA,NA,NA,NA,NA,-3.406141184,-2.502110233,NA,-6.249421222,-3.697629822,-3.806020025,NA,-4.713201561,-8.102269656,NA,-4.233494945,NA,NA,NA,NA,0.412159882,NA,NA,NA,NA,NA,-1.713426226,NA,NA,-2.369571967,-4.160036876,NA,-4.691593597,-3.597350937,-5.150501617,NA,NA,NA,NA,NA,NA,NA,0.220069175,0.178617784,0.152247843,0.078763602,0.226798415,0.150336018,0.095491443,0.077029064,0.146630826,0.08463307,0.143867294,0.174998113,0.134907428,0.125922154,0.389955561,0.433674176,0.216410148,0.080462771,0.171487409,0.121369019,0.346033609,0.173735551,0.305261896,0.063326244,0.253304369,0.430745716,0.23980391,0.060323467,0.102814325,0.172209807,0.33900026,0.261644671,0.276641584,0.335945043,0.355901885,0,180.7750662,700.0557565,0,0,0,0,412.9020066,1605.117047,0,0,363.3189526,0,0,504.467176,352.0684915,177.7563186,620.1653313,153.606076,400.4824213,1196.500277,0,0,2379.156549,0,0,1201.946857,1099.824015,1166.734117,1909.702645,441.0169171,814.3255426,493.091877,507.0701414,559.7237123,902.1220051,0,0,0,2035.627459,1211.297946,0,1046.549544,1203.131523,1429.616282,2138.427188,1259.108085,NA,NA,NA,17.31,39.95,159.63,50.03,7.4,7.4,140.5,232,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,ABE,01.Wine_European,WineEuropean,dom,1,0,EUPLOID,hom,Human,Human_clinical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.048281269,-0.001837434,0.585740525,-0.108218013,-0.567416242,0.066647504,0.277846582,0.184677631,0.382433519,0.199969274,-0.271941263,0.007635862,0.046711608,0.06138883,0.044482468,0.143604511,0.184937797,0.285090343,0.165042919,-0.89010843,0.389559856,0.176231846,0.804084462,0.431322871,0.001776139,0.220869544,-0.176926472,-0.229194208,0.089525893,0.053179753,-0.104107589,0.053927673,-0.003544771,-0.025143183,0.488312178,0.005686452,0.393699352,0.061135821,0.156913008,0.415275681,-0.266724574,-0.023807721,-0.109342057,0.297621905,-0.61933911,-2.73430785,-4.744014129,-3.358519229,-3.743983624,-1.521176196,-0.442164039,-0.683367411,-0.254943611,-1.463800186,-0.587260088,-0.247138884,-0.2733732,-0.574891853,-0.756998579,-0.108478742,-2.41035728,-1.351188909,-5.461756043,-0.552189483,-0.441621383,-1.539709819,-1.156352856,-1.694657996,-1.984550311,-2.222566526,0.72441653,-1.608723589,-1.6863425,-0.886934826,-1.579976752,-0.826433555,-0.579428963,-0.9971686,-0.787503285,-2.671329887,-0.722910713,-0.975019466,-3.73046608,-2.559379514,-2.40503835,-0.050218085,0.287034762,0.218659173,0.427865538,0.424826167,0.282720403,0.588821062,0.506854114,0.369092714,0.659808615,0.880979199,0.295937691,0.304262323,0.410850258,0.374739032,0.788144267,0.592605255,0.694256519,0.225206132,0.596491277,0.526961269,0.694256519,0.379013469,0.3107415,0.331118424,0.424000037,0.483946337,0.387228986,0.343207864,0.392406506,0.408706526,0.581473756,0.575913033,0.547007678,0.489624644,0.732269954,1335.123652,1512.967375,1949.565086,1649.364071,1668.276731,326.9717367,333.2281372,2071.310889,2471.542175,1717.23228,1785.038063,1574.628237,1606.73916,701.3274373,1729.391097,2075.350305,1755.340189,2473.724277,1261.972056,1990.968771,2541.496472,532.5662924,512.8963635,2275.499791,915.9997353,1454.163662,2541.091121,3384.041097,894.2117374,1193.215025,2066.344445,3123.127262,1069.108413,1116.080787,2546.729424,3632.651695,1285.244735,1375.171719,2158.400679,1977.589508,2488.273148,872.6399263,2329.97582,2332.123433,2691.09977,1657.82952,1743.349113,NA,NA,NA,14.59,37.86,100.9,38.54,10.64,10.64,203.375,728,5.14,NA,NA,NA,NA,NA,NA,NA,NA,-0.771923824,-1.556239552,0.250436869,-0.050622964,0.417674905,0.102347264,1.218039074,1.662927531,-0.38993831,-0.592154584,1.4799007,1.901542792,-0.184277953,0.160633222,0.12029096,0.735625308,0.275993881,0.125310602,1.442769531,1.901118591,0.226496577,0.038973376
4,SACE_YAM,01.Wine_European,WineEuropean,dom,2,0,EUPLOID,hom,Human,Human_clinical,0,91.72,64.9986,40.46,16.88,6.71,92.14,83.51,65.02,40.59405941,0,58.19672131,2.816901408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405593721,0.32273469,0.348189855,0.343207864,0.453020258,0.364728075,0.375272505,0.395779391,0.555169161,0.46709907,0.427865538,0.416510654,0.384041111,0.413754498,0.497736586,0.258253499,0.453474154,0.399012956,0.390407244,0.329096259,0.600590374,0.506854114,0.379013469,0.386977819,0.410850258,0.374995125,0.332138861,0.35967565,0.38903983,0.297095312,0.372300573,0.286653718,0.273109308,0.180971356,0.236978278,1006.820803,795.314217,1093.965509,1067.363914,1081.052079,395.4215201,388.4343894,1582.696967,1815.138708,1086.53237,1062.972984,829.3229346,1526.313661,1287.961787,1338.88152,1025.306207,1368.349107,1789.268005,927.1171827,941.4050509,1551.217437,841.9534885,840.7277034,1503.965268,1371.87573,1930.640846,1575.924697,1505.501185,1049.190906,1524.105741,1322.358655,1663.080233,1228.274509,1153.293604,1340.91902,1692.478631,1224.639735,1260.777036,1493.24197,1144.227393,1648.461628,772.6248618,1515.240243,1325.85808,1432.202337,3581.07761,1206.22084,34.94,16.05,5.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5,24.39,313.09,226.62,234.84,183.23,233.07,179.78,1.133758311,1.588383216,0.349496917,1.01397775,0.134824446,0.263544163,2.57139877,3.114283225,1.401620825,1.427724856,2.937406762,5.202683109,0.163659271,0.988877196,1.125853941,1.58270134,0.433754264,0.394195785,2.735246515,3.170261308,0.086649819,-0.679528818
5,BKI,01.Wine_European,WineEuropean,dom,2,0,EUPLOID,hom,Domesticated,Wine,0,81.1,66.2,96.08,79.38,37.41,96.51,72.16,58.63,9,0,54,14.81481481,0.029521829,-0.37506902,-0.293327612,-0.085309976,-0.180173058,0.119685836,0.023679279,0.280334022,0.212515731,0.174537097,-0.200693447,0.089270527,-0.046375958,0.101545664,0.013035019,0.00827498,0.075070355,0.060637683,0.000356988,-0.577416878,0.524711404,0.407730062,0.054575044,0.204137125,0.265362972,0.244920284,-0.171823101,0.183781965,0.243657702,0.13277277,-0.147186623,-0.028679055,-0.156369949,0.111056465,0.081911867,0.067567817,0.541501157,0.107855786,0.105996797,-0.103400476,-0.055469163,-0.068591344,0.029593495,1.930841426,0.38358796,-0.200151242,0.300383051,0.133868046,0.682921199,0.549257919,0.544230406,0.384957033,0.816619624,-0.008445655,0.216660414,0.037245124,0.275249557,0.062262351,-0.238692088,0.212621991,0.71846729,0.312892215,0.198691483,1.179539806,1.96051092,1.103863443,0.701048955,0.736002552,0.49942957,0.02662241,1.414594979,0.923473418,0.657543107,0.191329318,0.151306465,0.530072067,0.395349594,0.279388304,0.185851759,1.443907559,0.477671426,0.835548499,0.234060283,-0.323327892,0.496537291,0.615279504,0.5124849,0.519718043,0.385684444,0.309498476,0.479663841,0.388266695,0.428997711,0.506854114,0.453978459,0.37128577,0.373614095,0.356321002,0.424300718,0.380224936,0.518055765,0.456006474,0.371758305,0.475982011,0.456006474,0.53770945,0.514765922,0.433043038,0.417885483,0.390407244,0.494805469,0.468785102,0.471957823,0.350784875,0.413754498,0.410850258,0.364506682,0.402021325,0.384041111,0.297095312,0.390407244,802.747754,2325.590165,3027.363497,1607.458201,1619.137469,504.944006,517.2409056,1832.862896,2887.939541,1177.430975,1133.717182,1769.580492,1875.327644,1036.111602,2452.440466,1460.456354,1966.69333,2503.540168,975.7592532,991.5137645,2922.372283,948.2111511,954.5870062,3198.082571,1556.44749,2110.217755,2603.164677,3081.542183,1810.652087,2427.09683,1844.946302,2291.752571,1663.177269,1690.768896,2073.915804,2443.601913,1816.672823,1857.747587,1648.016501,2595.523967,3237.821444,626.3250614,3190.160484,2855.491818,2588.211151,2961.191855,1991.018582,94.79,74.22,35.96,34.6,159.63,61.53,30.78,4.82,2.41,269.125,1176,6.31,94,33.4,314.41,206.6,221.26,168.65,216.08,162.43,-0.661300869,-1.261828594,0.037484211,-0.305351892,-0.116389979,-0.53493933,2.175616638,2.672491281,0.085688417,-0.30688097,2.555955906,5.396007382,-0.070423552,0.332871659,0.382947378,1.051324488,0.232466177,-0.093478882,1.127225952,1.170419722,0.013795018,-0.126888554
6,ABR,01.Wine_European,WineEuropean,dom,1,0,EUPLOID,hom,Wild,Soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.227558109,-0.095526898,-0.041131923,-0.162616053,-0.512452877,-0.052809112,0.176903975,0.140538951,0.336643478,0.327540189,-0.376825299,-0.137818702,-0.03192167,0.070881117,0.178214017,-0.046975474,0.017397755,-0.178967331,0.026096434,-0.618432225,0.456677404,-0.128637075,0.60358373,-0.350995834,-0.340272519,-0.281368965,-0.238069396,-0.201180757,0.249482492,0.015300098,-0.125281483,0.08083088,0.069008268,0.03352198,0.135293189,0.12960965,0.590522559,-0.022536741,0.053258814,-0.056896558,-0.191765117,-0.413652774,-0.027919737,0.161011568,-0.263524613,-1.206155098,-0.695751676,-0.993114698,-0.47793781,-0.548662722,-0.115612743,-0.134709827,0.102319753,-0.613619128,-0.225231541,-0.02554032,0.097846002,-0.520221388,-0.2299931,0.236311287,-1.707117189,-0.569643072,-0.706461845,0.257592749,-0.327665686,-0.75808408,-0.987115532,-1.305459875,-1.130902372,-0.970571662,1.132777851,0.106519312,-0.315777384,-0.997359432,-1.083136205,0.020543634,0.132361916,-0.113482661,0.101664562,0.347690689,0.026010277,-0.024674497,-0.74000987,-1.088569517,-0.608587942,0.094114934,0.348189855,0.703219222,0.44901247,0.442311493,0.533794835,0.596491277,0.640389515,0.612616561,0.38484568,0.296841639,0.278328501,0.291540916,0.380830624,0.26830633,0.467690485,0.374739032,0.471957823,0.550391765,0.762778163,0.506854114,0.451272111,0.504544591,0.577595322,0.570829287,0.933884312,0.780886119,0.532675303,0.197001887,0.439070666,0.246446855,0.358738794,0.152247843,0.213364512,0.244328195,0.32185909,1057.722483,1985.690048,2383.095943,1589.733752,1614.310974,418.046631,425.393812,1818.368412,2978.958019,1446.336455,1467.660473,1011.288838,589.4704093,289.8022413,2179.201273,1707.741521,1882.206947,2594.728006,812.5584665,1040.727679,3184.289033,429.8641068,417.306927,3294.714937,1195.001203,1726.626544,3170.179175,3489.035481,1378.607724,2125.597535,2178.197158,2651.563643,1240.929924,1291.378078,2526.80111,2881.439049,1467.240736,1523.887258,988.1654027,2700.796758,3212.140425,2486.434544,3111.945961,2838.002419,2696.192842,2878.450669,1745.870186,NA,NA,NA,10.84,18.43,12.98,4.1,6.82,6.82,163.875,1096,6.8,32.7,17.34,174.34,99.24,99.69,74.43,93.16,73.45,-0.127002069,-0.14999736,0.518128111,1.422874084,-0.13000089,0.35246048,3.543332815,3.730552438,-0.164293806,-0.079443772,3.307553227,3.502856907,0.125969399,0.927014667,0.579574633,0.778366064,-0.354984847,0.136599799,2.323823752,2.07906161,-0.131047259,-0.127907052
7,ABQ,01.Wine_European,WineEuropean,dom,1,0,EUPLOID,hom,Wild,Soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.693829121,NA,NA,NA,-0.398072278,-1.407587606,0.142660005,0.175685607,0.099557108,-1.512297249,0.040162613,0.018747312,-0.061893265,-0.293898689,-0.028957081,0.015181861,NA,NA,-1.285822003,0.131213159,NA,1.324070534,-1.134556417,-0.962761008,-0.893358735,NA,NA,-0.941801308,-0.589320901,-0.022577672,0.064394861,-0.566062732,-0.085881563,0.065638021,-0.117292925,-0.426349262,-0.655674989,-0.455459453,NA,NA,NA,0.049490715,NA,-1.097854385,NA,NA,NA,-1.462117043,-6.518798434,-1.554526787,-1.717726255,-0.737768016,-4.860006583,-2.153731823,-1.141560517,-1.517576511,-2.029487426,-4.309796172,-0.98924063,NA,NA,-3.907156348,-1.916179185,NA,1.130697014,-4.683207524,-4.453744015,-3.960022233,NA,NA,-1.868225805,-1.51072834,-3.73975086,-2.281709804,-1.137866124,-1.550073995,-1.280000593,-1.067836768,-2.877884783,-1.260408211,-0.910142815,NA,NA,NA,-1.270194777,0.426146203,1.032463672,0.590920583,0.384367487,0.640389515,0.640389515,0.687201368,0.640389515,0.371758305,0.267622205,0.305520235,0.317840284,0.501728518,0.343992973,0.618070028,0.422529925,0.481898755,0.71783297,0.648452499,0.436563081,0.713375289,0.618070028,0.559663366,0.52950897,0.96215592,0.96215592,0.520525915,0.172930848,0.495990208,0.338013266,0.469600636,0.22891358,0.266881825,0.407515391,0.445735351,917.194313,1005.893522,1110.372109,1197.407353,1216.259948,238.8988181,233.7702657,1408.20814,1495.146454,1156.06527,1188.693337,655.8088522,542.255122,355.9901048,1211.985783,1067.710272,1280.868548,1387.405155,1131.150618,1300.848641,1464.141111,251.7071013,225.9422628,1510.787167,1374.232352,1869.545776,1252.40827,1382.892932,114.1109315,0,923.0904172,930.131107,880.0083946,894.289477,945.1442882,957.606248,963.2558172,990.0084883,736.1189221,1391.441495,1223.948949,1657.212489,1198.40302,1031.512645,788.75377,1669.606757,946.0779947,NA,NA,NA,7.3,3.25,54.74,16.11,0.02,0.02,181.5,1488,8.39,NA,NA,NA,NA,NA,NA,NA,NA,0.116793751,-0.317315569,0.381439374,0.82745489,-0.001132583,0.294787439,2.894691952,3.216056024,-0.499575831,NA,-0.963689368,NA,0.064247162,1.35139102,0.534055086,1.015427788,-0.125638148,0.244755244,1.855499566,2.66458929,-0.138058692,-0.094598123
8,BNV,01.Wine_European,WineEuropean,dom,2,0,EUPLOID,hom,Wild,Soil,0,57.6,38.4,92.16,59.86,25.93,88.6,69.61,59.43,0,NA,3,0,NA,-0.279368029,0.884133024,0.449557469,0.03613815,-0.077680554,0.568001145,0.041517352,0.069936245,0.418625367,-0.092343362,-0.264098272,NA,-0.222080387,-0.187926677,-0.241394812,-0.018211701,0.568163273,0.239794736,-0.39650701,0.707979386,NA,1.420780861,0.254273649,0.259669516,0.156353509,0.26539367,NA,0.093853476,0.442513108,-0.233162156,-0.120619047,0.200542103,-0.207624,0.111763532,-0.131246443,0.994266933,-0.012404778,0.417580777,0.381612689,0.386706102,0.537817309,0.066596944,NA,-0.049763895,-0.009852269,0.475720808,-0.470963678,-0.689911689,0.283294667,0.049488999,0.135989605,0.255508332,-0.022147465,-0.126853409,NA,-0.01791253,0.169380346,-1.026039903,0.347012462,-2.12696716,-1.661366657,-0.436396885,-1.37429294,NA,0.279244219,0.600770076,0.950943956,0.484480811,-0.042555918,NA,-0.437156955,-2.841107785,-0.266536981,-0.78368646,-0.481152607,0.175391303,0.476919896,0.485947349,-0.756573072,-0.214729987,-0.921045702,0.162082196,-0.103067426,0.563411224,0.619745359,0.302355124,0.600590374,0.49524505,0.540622038,0.437108166,0.479094911,0.551694318,0.518794711,0.314896386,0.225985064,0.377506069,0.387654342,0.344952625,0.288297916,0.376784466,0.469691001,0.299540357,0.532675303,0.389955561,0.157791184,0.594357203,0.859120644,0.466136336,0.331851593,0.547007678,0.60542869,0.352837991,0.212876432,0.407515391,0.305520235,0.320508647,0.306914553,0.323740851,0.257921047,0.263144821,1260.096667,2031.16154,2795.258235,2063.28661,2217.252203,376.4334268,374.3440515,2178.895434,2936.408905,2087.428563,2223.369508,1418.218774,1040.929088,698.0333479,2321.100261,1884.522835,824.0157056,997.516937,508.8778436,490.3622284,2944.445687,506.7082407,490.0733236,3040.411449,1455.578575,2056.618839,3005.182428,3408.571992,1773.963714,2734.014551,1728.612891,2381.813044,1615.460194,1579.400047,1981.740209,2583.487031,1655.969982,1757.670221,611.2131987,2636.449896,3146.067556,2295.207629,3012.719629,2913.582091,2970.615017,2895.095631,2454.487542,92.33,58.7,14.31,18.6,39.95,41.05,16.85,6.32,3.16,198.75,1064,7.3,58.5,19.49,374.11,226.36,231.35,156.23,231.89,153.16,-0.671773658,-1.887985287,-0.024240743,0.051596994,0.200182124,-0.147235057,1.766103432,2.163257359,0.302299777,0.218201924,2.751083188,3.709203113,0.029825551,0.782284815,0.543675286,0.90170631,0.41030074,0.280041287,1.72844557,1.614891373,-0.05195789,-0.206533935
